time,value
2023-02-14 01:33:11,956385
2023-02-14 01:38:10,956385
2023-02-14 02:49:37,956385
2023-02-14 03:21:55,956385
2023-02-14 03:40:14,956385
2023-02-14 04:22:37,956385
2023-02-14 04:42:43,956385
2023-02-14 05:17:23,956385
2023-02-14 05:37:25,956385
2023-02-14 06:23:32,956385
2023-02-14 06:42:49,956385
2023-02-14 07:17:05,956385
2023-02-14 07:37:20,956385
2023-02-14 08:24:06,956385
2023-02-14 08:42:37,956385
2023-02-14 09:18:56,956385
2023-02-14 09:38:29,956385
2023-02-14 10:20:18,956385
2023-02-14 10:40:39,956385
2023-02-14 11:15:27,956385
2023-02-14 11:37:40,956385
2023-02-14 12:37:45,956385
2023-02-14 13:27:52,956385
2023-02-14 13:42:37,956385
2023-02-14 14:17:25,956385
2023-02-14 14:38:29,956385
2023-02-14 15:19:09,956385
2023-02-14 15:40:01,956385
2023-02-14 16:26:02,956385
2023-02-14 16:48:50,956385
2023-02-14 17:17:04,956385
2023-02-14 17:37:39,956385
2023-02-14 18:22:53,956385
2023-02-14 18:41:51,956385
2023-02-14 19:14:32,956380
2023-02-14 19:37:06,956380
2023-02-14 20:19:03,956380
2023-02-14 20:38:18,956380
2023-02-14 21:16:22,956380
2023-02-14 21:37:32,956380
2023-02-14 22:17:36,960424
2023-02-14 22:38:02,960424
2023-02-14 23:18:15,960424
2023-02-14 23:37:54,960424
2023-02-15 01:38:05,922007
2023-02-15 02:50:19,922007
2023-02-15 03:22:51,922007
2023-02-15 03:40:31,922007
2023-02-15 04:22:56,922007
2023-02-15 04:41:29,922007
2023-02-15 05:17:09,922007
2023-02-15 05:37:43,922007
2023-02-15 06:23:29,922007
2023-02-15 06:41:37,922007
2023-02-15 07:16:26,922007
2023-02-15 07:37:38,922007
2023-02-15 08:23:48,925906
2023-02-15 08:42:27,925906
2023-02-15 09:18:24,925906
2023-02-15 09:38:23,925906
2023-02-15 10:19:51,925902
2023-02-15 10:40:11,925902
2023-02-15 11:15:24,925902
2023-02-15 11:37:38,925902
2023-02-15 12:36:00,929813
2023-02-15 13:27:07,929813
2023-02-15 13:41:24,929813
2023-02-15 14:17:07,929813
2023-02-15 22:39:07,933736
2023-02-15 23:18:26,933736
2023-02-15 23:37:35,933736
2023-02-16 01:37:39,896386
2023-02-16 02:48:36,900169
2023-02-16 03:21:18,900169
2023-02-16 03:39:48,900169
2023-02-16 04:22:16,900169
2023-02-16 04:41:57,900169
2023-02-16 05:17:01,900169
