time,value
2023-12-19 14:48:25,89350000
2023-12-19 15:16:30,89350000
2023-12-19 15:37:23,89350000
2023-12-19 16:18:47,89350000
2023-12-19 16:37:11,89350000
2023-12-19 17:11:53,89350000
2023-12-19 17:37:20,89350000
2023-12-19 18:16:35,89350000
2023-12-19 18:37:01,89350000
2023-12-19 19:10:59,89350000
2023-12-19 19:37:04,89350000
2023-12-19 20:14:04,89350000
2023-12-19 20:37:10,89350000
2023-12-19 21:11:58,89350000
2023-12-19 21:37:09,89350000
2023-12-19 22:12:56,89350000
2023-12-19 22:37:13,89350000
2023-12-19 23:13:01,89350000
2023-12-19 23:37:12,89350000
2023-12-20 00:59:05,89350000
2023-12-20 01:38:41,89350000
2023-12-20 02:14:08,89350000
2023-12-20 02:37:09,89350000
2023-12-20 03:13:48,89350000
2023-12-20 03:37:32,89350000
2023-12-20 04:16:33,89350000
2023-12-20 04:37:11,89350000
2023-12-20 05:12:23,89350000
2023-12-20 05:37:06,89350000
2023-12-20 06:17:14,89350000
2023-12-20 06:37:07,89350000
2023-12-20 07:11:57,89350000
2023-12-20 07:37:01,89350000
2023-12-20 08:16:23,89350000
2023-12-20 08:37:26,89350000
2023-12-20 09:12:58,89350000
2023-12-20 09:37:02,89350000
2023-12-20 10:14:03,89350000
2023-12-20 10:37:07,89350000
2023-12-20 11:11:33,89350000
2023-12-20 11:36:54,89350000
2023-12-20 12:25:13,89350000
2023-12-20 12:43:35,89350000
2023-12-20 13:15:04,89350000
2023-12-20 13:37:12,89350000
2023-12-20 14:12:32,89350000
2023-12-20 14:37:04,89350000
2023-12-20 15:13:38,89350000
2023-12-20 15:37:14,89350000
2023-12-20 16:19:43,89350000
2023-12-20 16:40:42,89350000
2023-12-20 17:12:34,89350000
2023-12-20 17:37:04,89350000
2023-12-20 18:20:08,89350000
2023-12-20 18:37:45,89350000
2023-12-20 19:11:19,89350000
2023-12-20 19:37:01,89350000
2023-12-20 20:17:13,89350000
2023-12-20 20:37:26,89350000
2023-12-20 21:13:08,89350000
2023-12-20 21:37:14,89350000
2023-12-20 22:14:52,89350000
2023-12-20 22:37:22,89350000
2023-12-20 23:16:41,89350000
2023-12-20 23:37:16,89350000
2023-12-21 01:10:43,89350000
2023-12-21 02:08:43,89350000
2023-12-21 02:40:36,89350000
2023-12-21 03:16:44,89350000
2023-12-21 03:37:16,89350000
2023-12-21 04:19:22,89350000
2023-12-21 04:38:33,89350000
2023-12-21 05:15:21,89350000
2023-12-21 05:37:07,89350000
2023-12-21 06:21:02,89350000
2023-12-21 06:38:27,89350000
2023-12-21 07:14:57,89350000
2023-12-21 07:37:07,89350000
2023-12-21 08:20:02,89350000
2023-12-21 08:38:10,89350000
2023-12-21 09:15:44,89350000
2023-12-21 09:37:23,89350000
2023-12-21 10:17:03,89350000
2023-12-21 10:38:04,89350000
2023-12-21 11:13:25,89350000
2023-12-21 11:37:08,89350000
2023-12-21 12:30:10,89350000
2023-12-21 12:53:16,89350000
2023-12-21 13:18:55,89350000
2023-12-21 13:37:25,89350000
2023-12-21 14:14:38,89350000
2023-12-21 14:37:09,89350000
2023-12-21 15:16:10,89350000
2023-12-21 15:37:18,89350000
2023-12-21 16:20:49,89350000
2023-12-21 16:40:45,89350000
2023-12-21 17:14:42,89350000
2023-12-21 17:37:32,89350000
2023-12-21 18:18:25,89350000
2023-12-21 18:37:29,89350000
2023-12-21 19:11:45,89350000
2023-12-21 19:37:01,89350000
2023-12-21 20:16:27,89350000
2023-12-21 20:37:15,89350000
2023-12-21 21:14:44,89350000
2023-12-21 21:37:21,89350000
2023-12-21 22:14:15,89350000
2023-12-21 22:37:03,89350000
2023-12-21 23:16:38,89350000
2023-12-21 23:37:14,89350000
2023-12-22 01:10:21,89350000
2023-12-22 02:07:49,89350000
2023-12-22 02:39:59,89350000
2023-12-22 03:16:51,89350000
2023-12-22 03:37:21,89350000
2023-12-22 04:19:18,89350000
2023-12-22 04:37:46,89350000
2023-12-22 05:15:39,89350000
2023-12-22 05:37:13,89350000
2023-12-22 06:21:05,89350000
2023-12-22 06:38:27,89350000
2023-12-22 07:15:01,89350000
2023-12-22 07:37:07,89350000
2023-12-22 08:19:34,89350000
2023-12-22 08:37:21,89350000
2023-12-22 09:15:46,89350000
2023-12-22 09:37:06,89350000
2023-12-22 10:17:04,89350000
2023-12-22 10:37:27,89350000
2023-12-22 11:13:25,89350000
2023-12-22 11:37:12,89350000
2023-12-22 12:29:27,89350000
2023-12-22 12:51:37,89350000
2023-12-22 13:18:23,89350000
2023-12-22 13:37:15,89350000
2023-12-22 14:14:29,89350000
2023-12-22 14:37:02,89350000
2023-12-22 15:15:40,89350000
2023-12-22 15:37:04,89350000
2023-12-22 16:20:15,89350000
2023-12-22 16:39:18,89350000
2023-12-22 17:13:50,89350000
2023-12-22 17:37:21,89350000
2023-12-22 18:19:27,89350000
2023-12-22 18:37:08,89350000
2023-12-22 19:12:16,89350000
2023-12-22 19:37:10,89350000
2023-12-22 20:16:27,89350000
2023-12-22 20:37:14,89350000
2023-12-22 21:13:24,89350000
2023-12-22 21:37:19,89350000
2023-12-22 22:14:40,89350000
2023-12-22 22:36:58,89350000
2023-12-22 23:16:33,89350000
2023-12-22 23:37:33,89350000
2023-12-23 01:08:09,89350000
2023-12-23 02:04:46,89350000
2023-12-23 02:37:53,89350000
2023-12-23 03:16:33,89350000
2023-12-23 03:37:16,89350000
2023-12-23 04:19:21,89350000
2023-12-23 04:37:32,89350000
2023-12-23 05:14:14,89350000
2023-12-23 05:37:15,89350000
2023-12-23 06:19:31,89350000
2023-12-23 06:37:16,89350000
2023-12-23 07:13:56,89350000
2023-12-23 07:37:00,89350000
2023-12-23 08:18:40,89350000
2023-12-23 08:38:07,89350000
2023-12-23 09:14:13,89350000
2023-12-23 09:37:05,89350000
2023-12-23 10:15:33,89350000
2023-12-23 10:37:20,89350000
2023-12-23 11:12:28,89350000
2023-12-23 11:37:08,89350000
2023-12-23 12:27:10,89350000
2023-12-23 12:48:28,89350000
2023-12-23 13:17:01,89350000
2023-12-23 13:36:57,89350000
2023-12-23 14:13:18,89350000
2023-12-23 14:37:20,89350000
2023-12-23 15:14:34,89350000
2023-12-23 15:37:00,89350000
2023-12-23 16:18:49,89350000
2023-12-23 16:38:23,89350000
2023-12-23 17:13:37,89350000
2023-12-23 17:37:14,89350000
2023-12-23 18:18:54,89350000
2023-12-23 18:37:19,89350000
2023-12-23 19:11:59,89350000
2023-12-23 19:37:07,89350000
2023-12-23 20:15:25,89350000
2023-12-23 20:37:10,89350000
2023-12-23 21:12:54,89350000
2023-12-23 21:37:16,89350000
2023-12-23 22:14:11,89350000
2023-12-23 22:37:20,89350000
2023-12-23 23:15:33,89350000
2023-12-23 23:37:00,89350000
2023-12-24 01:15:15,89350000
2023-12-24 02:10:38,89350000
2023-12-24 02:41:10,89350000
2023-12-24 03:16:33,89350000
2023-12-24 03:37:17,89350000
2023-12-24 04:18:38,89350000
2023-12-24 04:37:11,89350000
2023-12-24 05:14:36,89350000
2023-12-24 05:36:57,89350000
2023-12-24 06:19:26,89350000
2023-12-24 06:37:12,89350000
2023-12-24 07:13:33,89350000
2023-12-24 07:37:00,89350000
2023-12-24 08:18:30,89350000
2023-12-24 08:37:03,89350000
2023-12-24 09:15:20,89350000
2023-12-24 09:37:08,89350000
2023-12-24 10:15:45,89350000
2023-12-24 10:37:04,89350000
2023-12-24 11:12:12,89350000
2023-12-24 11:37:08,89350000
2023-12-24 12:27:58,89350000
2023-12-24 12:49:12,89350000
2023-12-24 13:17:06,89350000
2023-12-24 13:37:12,89350000
2023-12-24 14:13:23,89350000
2023-12-24 14:37:02,89350000
2023-12-24 15:14:30,89350000
2023-12-24 15:37:01,89350000
2023-12-24 16:19:16,89350000
2023-12-24 16:38:19,89350000
2023-12-24 17:13:10,89350000
2023-12-24 17:37:13,89350000
2023-12-24 18:18:23,89350000
2023-12-24 18:37:06,89350000
2023-12-24 19:12:01,89350000
2023-12-24 19:37:04,89350000
2023-12-24 20:15:36,89350000
2023-12-24 20:37:22,89350000
2023-12-24 21:13:05,89350000
2023-12-24 21:37:21,89350000
2023-12-24 22:14:23,89350000
2023-12-24 22:37:10,89350000
2023-12-24 23:15:32,89350000
2023-12-24 23:37:23,89350000
2023-12-25 01:11:55,89350000
2023-12-25 02:09:28,89350000
2023-12-25 02:41:02,89350000
2023-12-25 03:16:59,89350000
2023-12-25 03:37:23,89350000
2023-12-25 04:19:33,89350000
2023-12-25 04:37:43,89350000
2023-12-25 05:16:03,89350000
2023-12-25 05:37:12,89350000
2023-12-25 06:21:26,89350000
2023-12-25 06:38:28,89350000
2023-12-25 07:15:11,89350000
2023-12-25 07:36:57,89350000
2023-12-25 08:20:20,89350000
2023-12-25 08:37:34,89350000
2023-12-25 09:16:11,89350000
2023-12-25 09:37:03,89350000
2023-12-25 10:17:14,89350000
2023-12-25 10:37:18,89350000
2023-12-25 11:13:28,89350000
2023-12-25 11:37:12,89350000
2023-12-25 12:29:24,89350000
2023-12-25 12:51:42,89350000
2023-12-25 13:17:57,89350000
2023-12-25 13:37:10,89350000
2023-12-25 14:14:18,89350000
2023-12-25 14:37:24,89350000
2023-12-25 15:16:41,89350000
2023-12-25 15:37:21,89350000
2023-12-25 16:20:47,89350000
2023-12-25 16:39:45,89350000
2023-12-25 17:13:33,89350000
2023-12-25 17:37:04,89350000
2023-12-25 18:19:12,89350000
2023-12-25 18:37:09,89350000
2023-12-25 19:13:09,89350000
2023-12-25 19:37:14,89350000
2023-12-25 20:16:08,89350000
2023-12-25 20:37:20,89350000
2023-12-25 21:13:27,89350000
2023-12-25 21:37:13,89350000
2023-12-25 22:14:53,89350000
2023-12-25 22:37:06,89350000
2023-12-25 23:15:51,89350000
2023-12-25 23:37:25,89350000
2023-12-26 01:09:13,89350000
2023-12-26 02:06:19,89350000
2023-12-26 02:39:00,89350000
2023-12-26 03:16:41,89350000
2023-12-26 03:38:20,89350000
2023-12-26 04:19:28,89350000
2023-12-26 04:37:44,89350000
2023-12-26 05:15:18,89350000
2023-12-26 05:37:09,89350000
2023-12-26 06:20:37,89350000
2023-12-26 06:37:56,89350000
2023-12-26 07:14:26,89350000
2023-12-26 07:37:19,89350000
2023-12-26 08:19:31,89350000
2023-12-26 08:37:15,89350000
2023-12-26 09:15:23,89350000
2023-12-26 09:37:15,89350000
2023-12-26 10:16:32,89350000
2023-12-26 10:37:07,89350000
2023-12-26 11:12:56,89350000
2023-12-26 11:37:08,89350000
2023-12-26 12:29:09,89350000
2023-12-26 12:50:46,89350000
2023-12-26 13:17:42,89350000
2023-12-26 13:36:56,89350000
2023-12-26 14:13:54,89350000
2023-12-26 14:37:12,89350000
2023-12-26 15:15:32,89350000
2023-12-26 15:37:10,89350000
2023-12-26 16:19:50,89350000
2023-12-26 16:39:52,89350000
2023-12-26 17:13:48,89350000
2023-12-26 17:37:06,89350000
2023-12-26 18:19:17,89350000
2023-12-26 18:37:12,89350000
2023-12-26 19:12:19,89350000
2023-12-26 19:37:22,89350000
2023-12-26 20:16:26,89350000
2023-12-26 20:37:09,89350000
2023-12-26 21:13:27,89350000
2023-12-26 21:37:07,89350000
2023-12-26 22:14:22,89350000
2023-12-26 22:36:57,89350000
2023-12-26 23:17:44,89350000
2023-12-26 23:37:10,89350000
2023-12-27 01:09:32,89350000
2023-12-27 02:06:39,89350000
2023-12-27 02:39:34,89350000
2023-12-27 03:17:09,89350000
2023-12-27 03:37:13,89350000
2023-12-27 04:19:08,89350000
2023-12-27 04:37:25,89350000
2023-12-27 05:15:11,89350000
2023-12-27 05:37:15,89350000
